"Speaker","Bigram","n","log_odds"
"KAMALA HARRIS","called trade",2,1.59518533179052
"KAMALA HARRIS","cameras and",2,1.07196083881236
"KAMALA HARRIS","cameras on",2,1.59518533179052
"KAMALA HARRIS","can judge",2,0.980686140740324
"KAMALA HARRIS","care and",2,0.150778605564541
"KAMALA HARRIS","case against",2,0.576704165040141
"KAMALA HARRIS","cases and",2,0.849802329386417
"KAMALA HARRIS","child to",2,0.367245891467641
"KAMALA HARRIS","children from",2,0.559599135448189
"KAMALA HARRIS","children have",2,0.433116477091306
"KAMALA HARRIS","China on",2,0.758989581358352
"KAMALA HARRIS","class to",2,0.48002844742182
"KAMALA HARRIS","climate change",2,0.105583073011752
"KAMALA HARRIS","co pays",2,0.615775958847162
"KAMALA HARRIS","collective peril",2,1.59518533179052
"KAMALA HARRIS","committed crimes",2,0.615775958847162
"KAMALA HARRIS","companies to",2,0.307488650928311
"KAMALA HARRIS","couldn't agree",2,0.849802329386417
"KAMALA HARRIS","country And",2,0.104584306427023
"KAMALA HARRIS","country I",2,0.139219781752617
"KAMALA HARRIS","country of",2,0.266758850808101
"KAMALA HARRIS","cover everyone",2,0.663304350690807
"KAMALA HARRIS","coverage and",2,0.800741932754309
"KAMALA HARRIS","created one",2,1.59518533179052
"KAMALA HARRIS","day in",2,0.246404656003903
"KAMALA HARRIS","defeat him",2,0.980686140740324
"KAMALA HARRIS","definition were",2,1.59518533179052
"KAMALA HARRIS","detention facility",2,1.59518533179052
"KAMALA HARRIS","did it",2,0.101173375145853
"KAMALA HARRIS","did the",2,0.203952408352665
"KAMALA HARRIS","didn't listen",2,0.800741932754309
"KAMALA HARRIS","disagreed with",2,0.459692752746998
"KAMALA HARRIS","Division of",2,1.35873536194528
"KAMALA HARRIS","do and",2,0.137069672556292
"KAMALA HARRIS","do He",2,0.663304350690807
"KAMALA HARRIS","do in",2,0.103106619297885
"KAMALA HARRIS","do nothing",2,0.433116477091306
"KAMALA HARRIS","Do you",2,0.00245160440809577
"KAMALA HARRIS","don't you",2,0.230942265564833
"KAMALA HARRIS","Donald Trump's",2,0.352075051991605
"KAMALA HARRIS","done it",2,0.134968097210962
"KAMALA HARRIS","done nothing",2,0.433116477091306
"KAMALA HARRIS","due respect",2,0.220621856820519
"KAMALA HARRIS","each time",2,0.800741932754309
"KAMALA HARRIS","economy of",2,0.48002844742182
"KAMALA HARRIS","El Paso",2,0.48002844742182
"KAMALA HARRIS","elected attorney",2,1.35873536194528
"KAMALA HARRIS","ensure that",2,0.238405582274181
"KAMALA HARRIS","enter us",2,1.59518533179052
"KAMALA HARRIS","equal work",2,0.722896170030367
"KAMALA HARRIS","equally for",2,1.59518533179052
"KAMALA HARRIS","ever tell",2,1.59518533179052
"KAMALA HARRIS","everything from",2,0.390305005857227
"KAMALA HARRIS","executive action",2,0.663304350690807
"KAMALA HARRIS","fail to",2,0.502995248014957
"KAMALA HARRIS","families who",2,0.38419554042435
"KAMALA HARRIS","Fast forward",2,1.35873536194528
"KAMALA HARRIS","favor of",2,0.121460125417132
"KAMALA HARRIS","First of",2,0.0895308395972467
"KAMALA HARRIS","food on",2,0.722896170030367
"KAMALA HARRIS","for a",2,-0.0765122936056457
"KAMALA HARRIS","for equal",2,0.663304350690807
"KAMALA HARRIS","for every",2,0.131567890857592
"KAMALA HARRIS","for far",2,0.849802329386417
"KAMALA HARRIS","for Medicare",2,0.390305005857227
"KAMALA HARRIS","for profit",2,0.31097585816836
"KAMALA HARRIS","for you",2,0.0275002853929126
"KAMALA HARRIS","former offenders",2,1.59518533179052
"KAMALA HARRIS","forward to",2,0.192052104143358
"KAMALA HARRIS","from their",2,0.2572681193896
"KAMALA HARRIS","get this",2,0.144437771802242
"KAMALA HARRIS","get through",2,0.329962038632378
"KAMALA HARRIS","get us",2,0.229152828561887
"KAMALA HARRIS","getting it",2,0.459692752746998
"KAMALA HARRIS","give credit",2,0.908570105637979
"KAMALA HARRIS","glass doors",2,1.59518533179052
"KAMALA HARRIS","go back",2,0.0285612539868227
"KAMALA HARRIS","good ideas",2,0.559599135448189
"KAMALA HARRIS","grade they're",2,1.59518533179052
"KAMALA HARRIS","greatness of",2,0.758989581358352
"KAMALA HARRIS","Green New",2,0.691287882323459
"KAMALA HARRIS","guy in",2,0.63829910384608
"KAMALA HARRIS","had I",2,0.48002844742182
"KAMALA HARRIS","half years",2,0.291356440280319
"KAMALA HARRIS","has a",2,0.0154429740339188
"KAMALA HARRIS","has done",2,0.105082306037698
"KAMALA HARRIS","has not",2,0.100222122504191
"KAMALA HARRIS","have always",2,0.32594050835007
"KAMALA HARRIS","have and",2,0.250627115525113
"KAMALA HARRIS","have attended",2,1.59518533179052
"KAMALA HARRIS","have coverage",2,0.980686140740324
"KAMALA HARRIS","have hugged",2,1.59518533179052
"KAMALA HARRIS","have no",2,0.0730871329982941
"KAMALA HARRIS","have seen",2,0.138497556184765
"KAMALA HARRIS","have so",2,0.294421669974969
"KAMALA HARRIS","he has",2,0.0523025008689285
"KAMALA HARRIS","he said",2,0.0333798638620112
"KAMALA HARRIS","He said",2,0.110749770538301
"KAMALA HARRIS","he was",2,0.0125200393273344
"KAMALA HARRIS","healthcare that",2,0.758989581358352
"KAMALA HARRIS","heard and",2,0.908570105637979
"KAMALA HARRIS","held accountable",2,0.322036781936773
"KAMALA HARRIS","homicide victims",2,1.19221185688233
"KAMALA HARRIS","hopes and",2,0.515655582445597
"KAMALA HARRIS","House who",2,0.908570105637979
"KAMALA HARRIS","how are",2,0.240352523111081
"KAMALA HARRIS","hugged more",2,1.59518533179052
"KAMALA HARRIS","Hyde Amendment",2,0.980686140740324
"KAMALA HARRIS","I also",2,0.0456328733324787
"KAMALA HARRIS","I couldn't",2,0.334107667006032
"KAMALA HARRIS","I created",2,0.691287882323459
"KAMALA HARRIS","I didn't",2,0.0479776107698059
"KAMALA HARRIS","I disagreed",2,0.615775958847162
"KAMALA HARRIS","I don't",2,-0.14870788218266
"KAMALA HARRIS","I just",2,-0.00428182492996501
"KAMALA HARRIS","I listened",2,0.595347023585782
"KAMALA HARRIS","I support",2,0.115106632181331
"KAMALA HARRIS","I'll tell",2,0.0854275672540328
"KAMALA HARRIS","I've seen",2,0.202560331818199
"KAMALA HARRIS","ICE's own",2,1.59518533179052
"KAMALA HARRIS","In America",2,0.980686140740324
"KAMALA HARRIS","in fact",2,0.0196151525068833
"KAMALA HARRIS","in need",2,0.502995248014957
"KAMALA HARRIS","in office",2,0.178084367713163
"KAMALA HARRIS","in what",2,0.242333942704203
"KAMALA HARRIS","initiatives that",2,1.19221185688233
"KAMALA HARRIS","into our",2,0.208243739396907
"KAMALA HARRIS","investing in",2,0.261917232012427
"KAMALA HARRIS","is at",2,0.185994710830197
"KAMALA HARRIS","is because",2,0.0784858653369395
"KAMALA HARRIS","is enough",2,0.425129214906578
"KAMALA HARRIS","is important",2,0.110219603683927
"KAMALA HARRIS","is in",2,0.0342837149053807
"KAMALA HARRIS","is is",2,0.137780879622657
"KAMALA HARRIS","is just",2,0.136363857091119
"KAMALA HARRIS","is simply",2,0.32594050835007
"KAMALA HARRIS","is we",2,0.0650757988888809
"KAMALA HARRIS","issue I",2,0.264313108282705
"KAMALA HARRIS","issue it",2,0.980686140740324
"KAMALA HARRIS","issue we",2,0.615775958847162
"KAMALA HARRIS","it And",2,0.0466674853913748
"KAMALA HARRIS","it as",2,0.115106632181331
"KAMALA HARRIS","it before",2,0.352075051991605
"KAMALA HARRIS","it But",2,0.145983494620999
"KAMALA HARRIS","it take",2,0.450358539371885
"KAMALA HARRIS","It will",2,0.167778286212376
"KAMALA HARRIS","it's a",2,-0.0142178540647548
"KAMALA HARRIS","It's a",2,0.0309391055067955
"KAMALA HARRIS","it's going",2,0.0882799491758389
"KAMALA HARRIS","just say",2,0.0956114305891066
"KAMALA HARRIS","Justice I",2,1.59518533179052
"KAMALA HARRIS","Justice that",2,1.59518533179052
"KAMALA HARRIS","Justice to",2,1.07196083881236
"KAMALA HARRIS","Kathleen Sebelius",2,1.35873536194528
"KAMALA HARRIS","keep them",2,0.322036781936773
"KAMALA HARRIS","know is",2,0.250627115525113
"KAMALA HARRIS","know what",2,-0.00930027895740333
"KAMALA HARRIS","largest Department",2,1.59518533179052
"KAMALA HARRIS","last two",2,0.294421669974969
"KAMALA HARRIS","law enforcement",2,0.138497556184765
"KAMALA HARRIS","let anybody",2,1.07196083881236
"KAMALA HARRIS","let me",2,-0.0798034112042265
"KAMALA HARRIS","let's talk",2,0.198492903827231
"KAMALA HARRIS","Let's talk",2,0.232761355080273
"KAMALA HARRIS","likely to",2,0.234610982343292
"KAMALA HARRIS","line is",2,0.261917232012427
"KAMALA HARRIS","listen And",2,1.19221185688233
"KAMALA HARRIS","listened to",2,0.322036781936773
"KAMALA HARRIS","little girl",2,0.722896170030367
"KAMALA HARRIS","lot of",2,-0.119211607594681
"KAMALA HARRIS","make that",2,0.132913035342287
"KAMALA HARRIS","making a",2,0.2189936290778
"KAMALA HARRIS","making sure",2,0.0854275672540328
"KAMALA HARRIS","many of",2,0.0539793859611466
"KAMALA HARRIS","math Let's",2,1.59518533179052
"KAMALA HARRIS","me tell",2,0.0741410586944598
"KAMALA HARRIS","mean I",2,0.23649207041125
"KAMALA HARRIS","means we",2,0.304093661408338
"KAMALA HARRIS","Medicare plan",2,0.758989581358352
"KAMALA HARRIS","Medicare system",2,0.595347023585782
"KAMALA HARRIS","member of",2,0.159350462236184
"KAMALA HARRIS","memo in",2,1.59518533179052
"KAMALA HARRIS","middle class",2,0.0081248093324912
"KAMALA HARRIS","midst of",2,0.491147771710535
"KAMALA HARRIS","million Americans",2,0.190811305325397
"KAMALA HARRIS","millions of",2,0.0300673371148407
"KAMALA HARRIS","moment in",2,0.425129214906578
"KAMALA HARRIS","more autopsy",2,1.59518533179052
"KAMALA HARRIS","more likely",2,0.378326127323246
"KAMALA HARRIS","more mothers",2,1.59518533179052
"KAMALA HARRIS","more police",2,0.849802329386417
"KAMALA HARRIS","morning And",2,1.19221185688233
"KAMALA HARRIS","most of",2,0.0920863849292829
"KAMALA HARRIS","mother who",2,0.576704165040141
"KAMALA HARRIS","mothers of",2,1.07196083881236
"KAMALA HARRIS","must be",2,0.115106632181331
"KAMALA HARRIS","my background",2,0.63829910384608
"KAMALA HARRIS","My great",2,1.59518533179052
"KAMALA HARRIS","my Medicare",2,0.800741932754309
"KAMALA HARRIS","my proposal",2,0.469564444979657
"KAMALA HARRIS","nation initiatives",2,1.59518533179052
"KAMALA HARRIS","national model",2,1.59518533179052
"KAMALA HARRIS","need a",2,0.0302845088150037
"KAMALA HARRIS","need of",2,0.758989581358352
"KAMALA HARRIS","needs of",2,0.329962038632378
"KAMALA HARRIS","needs to",2,0.0425980545492419
"KAMALA HARRIS","New Deal",2,0.63829910384608
"KAMALA HARRIS","no one",2,0.150778605564541
"KAMALA HARRIS","not about",2,0.189585486339576
"KAMALA HARRIS","not been",2,0.130902584511894
"KAMALA HARRIS","not committed",2,0.722896170030367
"KAMALA HARRIS","not cover",2,0.908570105637979
"KAMALA HARRIS","not just",2,-0.0163892532279022
"KAMALA HARRIS","not only",2,-0.00105086119226127
"KAMALA HARRIS","not seek",2,0.908570105637979
"KAMALA HARRIS","not your",2,0.576704165040141
"KAMALA HARRIS","nothing to",2,0.197171960309912
"KAMALA HARRIS","now in",2,0.132913035342287
"KAMALA HARRIS","now the",2,0.197171960309912
"KAMALA HARRIS","of America",2,-0.00915620610335389
"KAMALA HARRIS","of American",2,0.137780879622657
"KAMALA HARRIS","of Donald",2,0.425129214906578
"KAMALA HARRIS","of his",2,0.0886949702352213
"KAMALA HARRIS","of homicide",2,1.35873536194528
"KAMALA HARRIS","of justice",2,0.595347023585782
"KAMALA HARRIS","of North",2,0.403315281481724
"KAMALA HARRIS","of people",2,-0.0317254693701402
"KAMALA HARRIS","of these",2,-0.00608194053321948
"KAMALA HARRIS","of third",2,1.59518533179052
"KAMALA HARRIS","of yours",2,0.52922796633705
"KAMALA HARRIS","offenders and",2,1.07196083881236
"KAMALA HARRIS","officer funerals",2,1.59518533179052
"KAMALA HARRIS","on my",2,0.141420572747595
"KAMALA HARRIS","on our",2,0.0770139580091804
"KAMALA HARRIS","on their",2,0.0960619784287812
"KAMALA HARRIS","on trade",2,0.396671867183013
"KAMALA HARRIS","one and",2,0.269256313324081
"KAMALA HARRIS","one as",2,0.543829420977628
"KAMALA HARRIS","oppose bussing",2,1.35873536194528
"KAMALA HARRIS","or a",2,0.0850274208395973
"KAMALA HARRIS","or not",2,0.0270792736845377
"KAMALA HARRIS","or the",2,0.0663621095719347
"KAMALA HARRIS","our America",2,1.07196083881236
"KAMALA HARRIS","our children",2,0.0846290599051882
"KAMALA HARRIS","our collective",2,0.980686140740324
"KAMALA HARRIS","our common",2,0.758989581358352
"KAMALA HARRIS","our HBCUs",2,1.59518533179052
"KAMALA HARRIS","Our plan",2,0.63829910384608
"KAMALA HARRIS","our public",2,0.403315281481724
"KAMALA HARRIS","our rules",2,0.980686140740324
"KAMALA HARRIS","over the",2,-0.0331099596649973
"KAMALA HARRIS","Paris agreement",2,1.35873536194528
"KAMALA HARRIS","partner with",2,0.722896170030367
"KAMALA HARRIS","pass the",2,0.255011614554271
"KAMALA HARRIS","pay for",2,0.0336049944940382
"KAMALA HARRIS","people choice",2,1.07196083881236
"KAMALA HARRIS","people have",2,0.0710159060642752
"KAMALA HARRIS","people they",2,0.441513837467493
"KAMALA HARRIS","people to",2,0.00245160440809577
"KAMALA HARRIS","people up",2,0.314559726152728
"KAMALA HARRIS","perceive to",2,1.35873536194528
"KAMALA HARRIS","percent more",2,0.367245891467641
"KAMALA HARRIS","percent of",2,-0.034703237245865
"KAMALA HARRIS","pharmaceutical companies",2,0.390305005857227
"KAMALA HARRIS","photographs than",2,1.59518533179052
"KAMALA HARRIS","plan does",2,0.372681021449983
"KAMALA HARRIS","plan for",2,0.188374322525533
"KAMALA HARRIS","plan has",2,0.469564444979657
"KAMALA HARRIS","plan is",2,0.165841093585703
"KAMALA HARRIS","plan or",2,0.980686140740324
"KAMALA HARRIS","plan under",2,1.59518533179052
"KAMALA HARRIS","plan we",2,0.52922796633705
"KAMALA HARRIS","plan where",2,0.800741932754309
"KAMALA HARRIS","point here",2,0.52922796633705
"KAMALA HARRIS","policy by",2,0.800741932754309
"KAMALA HARRIS","policy that",2,0.138497556184765
"KAMALA HARRIS","position on",2,0.162078958736556
"KAMALA HARRIS","position that",2,0.285444377299324
"KAMALA HARRIS","prepared to",2,0.130242034864696
"KAMALA HARRIS","preserve the",2,0.450358539371885
"KAMALA HARRIS","president cannot",2,1.35873536194528
"KAMALA HARRIS","president has",2,0.109168501953335
"KAMALA HARRIS","President Trump",2,0.277079081039861
"KAMALA HARRIS","public plan",2,1.59518533179052
"KAMALA HARRIS","racial bias",2,1.59518533179052
"KAMALA HARRIS","ran for",2,0.208243739396907
"KAMALA HARRIS","ran the",2,0.459692752746998
"KAMALA HARRIS","re enter",2,1.59518533179052
"KAMALA HARRIS","ready for",2,0.35695436849892
"KAMALA HARRIS","reality of",2,0.425129214906578
"KAMALA HARRIS","reentering former",2,1.59518533179052
"KAMALA HARRIS","reform the",2,0.2572681193896
"KAMALA HARRIS","represents an",2,1.59518533179052
"KAMALA HARRIS","Rights Act",2,0.469564444979657
"KAMALA HARRIS","rights of",2,0.250627115525113
"KAMALA HARRIS","rotting in",2,1.35873536194528
"KAMALA HARRIS","run in",2,0.800741932754309
"KAMALA HARRIS","said I",2,0.0870463292105953
"KAMALA HARRIS","said Well",2,0.459692752746998
"KAMALA HARRIS","say I",2,0.149962358170847
"KAMALA HARRIS","say there",2,0.441513837467493
"KAMALA HARRIS","says a",2,0.758989581358352
"KAMALA HARRIS","science fact",2,1.59518533179052
"KAMALA HARRIS","science fiction",2,1.59518533179052
"KAMALA HARRIS","second class",2,0.980686140740324
"KAMALA HARRIS","seek the",2,0.52922796633705
"KAMALA HARRIS","seen more",2,1.19221185688233
"KAMALA HARRIS","Senate for",2,0.576704165040141
"KAMALA HARRIS","should be",2,-0.0787155968668613
"KAMALA HARRIS","should not",2,0.06539564533754
"KAMALA HARRIS","sitting president",2,1.35873536194528
"KAMALA HARRIS","sliding glass",2,1.59518533179052
"KAMALA HARRIS","so called",2,0.181398116187195
"KAMALA HARRIS","so I",2,0.0744951521377681
"KAMALA HARRIS","so long",2,0.271807448297614
"KAMALA HARRIS","So on",2,0.595347023585782
"KAMALA HARRIS","So when",2,0.288365025754601
"KAMALA HARRIS","something that",2,0.0298506747132624
"KAMALA HARRIS","special agents",2,1.59518533179052
"KAMALA HARRIS","stage I",2,0.491147771710535
"KAMALA HARRIS","states fail",2,1.35873536194528
"KAMALA HARRIS","States who",2,0.390305005857227
"KAMALA HARRIS","status quo",2,0.32594050835007
"KAMALA HARRIS","system and",2,0.170758176856666
"KAMALA HARRIS","system I",2,0.417519017990686
"KAMALA HARRIS","system that",2,0.116795917759989
"KAMALA HARRIS","than this",2,0.396671867183013
"KAMALA HARRIS","thank you",2,-0.0401045001524938
"KAMALA HARRIS","that all",2,0.119098207478791
"KAMALA HARRIS","that allow",2,0.52922796633705
"KAMALA HARRIS","that allows",2,0.31097585816836
"KAMALA HARRIS","that benefits",2,0.980686140740324
"KAMALA HARRIS","that child",2,0.372681021449983
"KAMALA HARRIS","that decision",2,0.234610982343292
"KAMALA HARRIS","that in",2,0.00709920306597223
"KAMALA HARRIS","that it",2,-0.0066748323814918
"KAMALA HARRIS","that says",2,0.162078958736556
"KAMALA HARRIS","that their",2,0.193308217747518
"KAMALA HARRIS","that time",2,0.179176732274999
"KAMALA HARRIS","that to",2,0.1071022797375
"KAMALA HARRIS","that were",2,0.0903745991355267
"KAMALA HARRIS","that work",2,0.318245005409114
"KAMALA HARRIS","that's what",2,0.0148880340617518
"KAMALA HARRIS","the big",2,0.0969699255469341
"KAMALA HARRIS","the bills",2,0.410256470867744
"KAMALA HARRIS","the bottom",2,0.133593007562581
"KAMALA HARRIS","the courage",2,0.240352523111081
"KAMALA HARRIS","the Department",2,0.183670063921279
"KAMALA HARRIS","the emergency",2,0.52922796633705
"KAMALA HARRIS","the entire",2,0.10659302922914
"KAMALA HARRIS","the inside",2,0.908570105637979
"KAMALA HARRIS","the law",2,0.0298506747132624
"KAMALA HARRIS","the middle",2,0.0340569171061942
"KAMALA HARRIS","the midst",2,0.48002844742182
"KAMALA HARRIS","the needs",2,0.352075051991605
"KAMALA HARRIS","the only",2,-0.0144918081970463
"KAMALA HARRIS","the page",2,0.63829910384608
"KAMALA HARRIS","the Paris",2,0.615775958847162
"KAMALA HARRIS","the pharmaceutical",2,0.362007660546611
"KAMALA HARRIS","The problem",2,0.192052104143358
"KAMALA HARRIS","the Republicans",2,0.0874556459818705
"KAMALA HARRIS","the science",2,0.559599135448189
"KAMALA HARRIS","the Senate",2,0.00591626590316656
"KAMALA HARRIS","the thing",2,0.21425257376029
"KAMALA HARRIS","the this",2,0.663304350690807
"KAMALA HARRIS","the year",2,0.158457884617724
"KAMALA HARRIS","their barrier",2,1.59518533179052
"KAMALA HARRIS","their child",2,0.378326127323246
"KAMALA HARRIS","their children",2,0.166804870478969
"KAMALA HARRIS","their fathers",2,1.07196083881236
"KAMALA HARRIS","their own",2,0.0361185661905744
"KAMALA HARRIS","them jobs",2,0.849802329386417
"KAMALA HARRIS","there are",2,-0.0554775558574454
"KAMALA HARRIS","there will",2,0.139219781752617
"KAMALA HARRIS","these things",2,0.139219781752617
"KAMALA HARRIS","they can",2,0.0221703239615281
"KAMALA HARRIS","they perceive",2,1.35873536194528
"KAMALA HARRIS","They prey",2,1.59518533179052
"KAMALA HARRIS","They said",2,0.32594050835007
"KAMALA HARRIS","they walk",2,1.07196083881236
"KAMALA HARRIS","They want",2,0.151601934400644
"KAMALA HARRIS","They will",2,0.246404656003903
"KAMALA HARRIS","they would",2,0.0992808374738262
"KAMALA HARRIS","things INAUDIBLE",2,1.59518533179052
"KAMALA HARRIS","things that",2,-0.00944414613028041
"KAMALA HARRIS","think is",2,0.0960619784287812
"KAMALA HARRIS","think most",2,0.378326127323246
"KAMALA HARRIS","third grade",2,0.663304350690807
"KAMALA HARRIS","this affects",2,1.19221185688233
"KAMALA HARRIS","this subject",2,0.352075051991605
"KAMALA HARRIS","those sliding",2,1.59518533179052
"KAMALA HARRIS","those who",2,0.0365830767835522
"KAMALA HARRIS","threat to",2,0.143674331683159
"KAMALA HARRIS","three jobs",2,0.908570105637979
"KAMALA HARRIS","through those",2,1.07196083881236
"KAMALA HARRIS","time that",2,0.170758176856666
"KAMALA HARRIS","to add",2,0.202560331818199
"KAMALA HARRIS","to all",2,0.0799824672442889
"KAMALA HARRIS","to change",2,0.0279232166157803
"KAMALA HARRIS","to college",2,0.145207460715385
"KAMALA HARRIS","to come",2,-0.0124190039807421
"KAMALA HARRIS","to create",2,0.060410467245322
"KAMALA HARRIS","to fight",2,0.0676672064738955
"KAMALA HARRIS","to getting",2,0.433116477091306
"KAMALA HARRIS","to give",2,-0.0240242382219697
"KAMALA HARRIS","to healthcare",2,1.07196083881236
"KAMALA HARRIS","to just",2,0.194579991811071
"KAMALA HARRIS","to know",2,0.0145198681751406
"KAMALA HARRIS","to me",2,0.0169388989727413
"KAMALA HARRIS","to our",2,-0.00814188002933735
"KAMALA HARRIS","to partner",2,1.35873536194528
"KAMALA HARRIS","to pass",2,0.142917046225183
"KAMALA HARRIS","to preserve",2,0.318245005409114
"KAMALA HARRIS","to prosecute",2,0.595347023585782
"KAMALA HARRIS","to put",2,0.0044162688894428
"KAMALA HARRIS","to remain",2,0.342798862950785
"KAMALA HARRIS","to respond",2,0.0252079812399547
"KAMALA HARRIS","to run",2,0.100222122504191
"KAMALA HARRIS","to school",2,0.215809619979671
"KAMALA HARRIS","to sell",2,0.294421669974969
"KAMALA HARRIS","to start",2,0.0421019690530585
"KAMALA HARRIS","to stop",2,0.0396613171457557
"KAMALA HARRIS","to talk",2,0.00608437392177851
"KAMALA HARRIS","to task",2,0.908570105637979
"KAMALA HARRIS","to them",2,0.0723913689092493
"KAMALA HARRIS","to think",2,0.126375135257411
"KAMALA HARRIS","to Vice",2,0.559599135448189
"KAMALA HARRIS","to where",2,0.342798862950785
"KAMALA HARRIS","today and",2,0.242333942704203
"KAMALA HARRIS","too long",2,0.252798428607813
"KAMALA HARRIS","town halls",2,0.800741932754309
"KAMALA HARRIS","tracking it",2,1.59518533179052
"KAMALA HARRIS","Trump came",2,1.59518533179052
"KAMALA HARRIS","Trump is",2,0.23649207041125
"KAMALA HARRIS","try to",2,-0.036384952407134
"KAMALA HARRIS","turning the",2,0.849802329386417
"KAMALA HARRIS","under your",2,0.329962038632378
"KAMALA HARRIS","understand that",2,0.0650757988888809
"KAMALA HARRIS","understanding that",2,0.403315281481724
"KAMALA HARRIS","up and",2,0.0329312495641901
"KAMALA HARRIS","up the",2,0.0517504089665636
"KAMALA HARRIS","us and",2,0.116229328382019
"KAMALA HARRIS","us as",2,0.252798428607813
"KAMALA HARRIS","us in",2,0.132238019006284
"KAMALA HARRIS","us to",2,-0.0214982252429756
"KAMALA HARRIS","walk through",2,0.908570105637979
"KAMALA HARRIS","wanted to",2,0.0528579983637691
"KAMALA HARRIS","was in",2,0.0329312495641901
"KAMALA HARRIS","was not",2,0.0770139580091804
"KAMALA HARRIS","was part",2,0.417519017990686
"KAMALA HARRIS","was tracking",2,1.59518533179052
"KAMALA HARRIS","we cannot",2,0.165841093585703
"KAMALA HARRIS","We need",2,-0.0677244374575419
"KAMALA HARRIS","we talked",2,0.338384171506691
"KAMALA HARRIS","were in",2,0.157573527406022
"KAMALA HARRIS","what has",2,0.222275117550489
"KAMALA HARRIS","what they",2,0.0425980545492419
"KAMALA HARRIS","what wakes",2,1.59518533179052
"KAMALA HARRIS","what you're",2,0.177003897577012
"KAMALA HARRIS","when I",2,-0.0199528345749251
"KAMALA HARRIS","When we",2,0.145207460715385
"KAMALA HARRIS","where states",2,1.59518533179052
"KAMALA HARRIS","where the",2,0.0686586964007266
"KAMALA HARRIS","which I",2,0.0907994838273992
"KAMALA HARRIS","which will",2,0.199831006983184
"KAMALA HARRIS","who passed",2,1.19221185688233
"KAMALA HARRIS","who preyed",2,1.59518533179052
"KAMALA HARRIS","who was",2,0.123884688121687
"KAMALA HARRIS","who you",2,0.28259162038762
"KAMALA HARRIS","will do",2,0.0562650095526513
"KAMALA HARRIS","will ensure",2,0.758989581358352
"KAMALA HARRIS","will put",2,0.314559726152728
"KAMALA HARRIS","will take",2,0.141420572747595
"KAMALA HARRIS","with all",2,0.1071022797375
"KAMALA HARRIS","with China",2,0.168761519438392
"KAMALA HARRIS","with which",2,0.450358539371885
"KAMALA HARRIS","women and",2,0.285444377299324
"KAMALA HARRIS","women are",2,0.390305005857227
"KAMALA HARRIS","working families",2,0.225659548536729
"KAMALA HARRIS","working people",2,0.225659548536729
"KAMALA HARRIS","working two",2,0.800741932754309
"KAMALA HARRIS","would have",2,-0.0320732525575159
"KAMALA HARRIS","would say",2,0.0762870129189517
"KAMALA HARRIS","would take",2,0.169754753552352
"KAMALA HARRIS","written in",2,0.980686140740324
"KAMALA HARRIS","wrong to",2,0.425129214906578
"KAMALA HARRIS","year of",2,0.396671867183013
"KAMALA HARRIS","years old",2,0.199831006983184
"KAMALA HARRIS","yes we",2,0.259569460650861
"KAMALA HARRIS","You ask",2,0.908570105637979
"KAMALA HARRIS","you asked",2,0.227392194683176
"KAMALA HARRIS","you don't",2,5.00611284171229e-05
"KAMALA HARRIS","You have",2,0.0158147461091828
"KAMALA HARRIS","you measuring",2,1.35873536194528
"KAMALA HARRIS","you up",2,0.63829910384608
"KAMALA HARRIS","you why",2,0.288365025754601
"KAMALA HARRIS","you work",2,0.334107667006032
"KAMALA HARRIS","your time",2,0.288365025754601
"KAMALA HARRIS","yours and",2,0.849802329386417
"BOOKER","10 20",1,0.451995031021433
"BOOKER","18 INAUDIBLE",1,1.12820462189433
"BOOKER","1970s every",1,1.12820462189433
"BOOKER","2 percent",1,0.157610658577503
"BOOKER","20 of",1,0.489417902319759
"BOOKER","20 percent",1,0.0778791214893902
"BOOKER","2002 took",1,1.12820462189433
"BOOKER","3,000 jurisdictions",1,1.12820462189433
"BOOKER","30 percent",1,0.0966945318634655
"BOOKER","40 percent",1,0.103731923033225
"BOOKER","400 years",1,1.12820462189433
"BOOKER","5 spent",1,1.12820462189433
"BOOKER","70 percent",1,0.132514413827188
"BOOKER","80 95",1,1.12820462189433
"BOOKER","87 members",1,1.12820462189433
"BOOKER","95 of",1,0.489417902319759
"BOOKER","a bill",1,0.0531709516983355
"BOOKER","a bit",1,0.114062215688683
"BOOKER","a black",1,0.216275933957595
"BOOKER","a bold",1,0.172853565140168
"BOOKER","a bunch",1,0.11162281192818
"BOOKER","a car",1,0.221119417078974
"BOOKER","a case",1,0.151004431417966
"BOOKER","a central",1,0.272691409339073
"BOOKER","a child",1,0.0957491349872408
"BOOKER","a church",1,0.291062124041259
"BOOKER","a city",1,0.115316262471908
"BOOKER","a coin",1,0.301548854152277
"BOOKER","a common",1,0.237404439248455
"BOOKER","a comprehensive",1,0.119225672910042
"BOOKER","a conversation",1,0.203155388179382
"BOOKER","a couple",1,0.0149407985173776
"BOOKER","a court",1,0.226236076495846
"BOOKER","a crowded",1,0.537240354134368
"BOOKER","a dangerous",1,0.207314064810899
"BOOKER","a deal",1,0.0903531191528882
"BOOKER","a decade",1,0.148927257470471
"BOOKER","a difference",1,0.0321584374394836
"BOOKER","a disgusting",1,0.843378476022345
"BOOKER","a documentary",1,0.843378476022345
"BOOKER","a DOJ",1,1.12820462189433
"BOOKER","a far",1,0.231653749590958
"BOOKER","a federal",1,0.0640080588392345
