"Speaker","Unigram","n","log_odds"
"KAMALA HARRIS","anybody",4,0.131342128718055
"KAMALA HARRIS","As",4,0.0441591311337603
"KAMALA HARRIS","asked",4,0.0469777675200949
"KAMALA HARRIS","bill",4,0.0183573004358431
"KAMALA HARRIS","born",4,0.283686714107091
"KAMALA HARRIS","bring",4,-0.0221159344706808
"KAMALA HARRIS","cameras",4,1.07341503332798
"KAMALA HARRIS","Care",4,0.423177820016558
"KAMALA HARRIS","case",4,0.100642520326348
"KAMALA HARRIS","cases",4,0.269979794318296
"KAMALA HARRIS","cents",4,0.508432447303113
"KAMALA HARRIS","China",4,0.0274548855932623
"KAMALA HARRIS","class",4,0.0697727406598318
"KAMALA HARRIS","climate",4,0.213966370356857
"KAMALA HARRIS","common",4,0.266534506054912
"KAMALA HARRIS","corporations",4,0.264003967045179
"KAMALA HARRIS","could",4,-0.0735322435778677
"KAMALA HARRIS","courage",4,0.379113793413427
"KAMALA HARRIS","created",4,0.158695348940072
"KAMALA HARRIS","credit",4,0.167781665143575
"KAMALA HARRIS","crime",4,0.172365077884452
"KAMALA HARRIS","DACA",4,1.04701000506093
"KAMALA HARRIS","deal",4,-0.0168714255293875
"KAMALA HARRIS","death",4,0.199111835352738
"KAMALA HARRIS","didn't",4,-0.0344577683581145
"KAMALA HARRIS","Division",4,1.51601159087512
"KAMALA HARRIS","enough",4,0.0649513378058802
"KAMALA HARRIS","even",4,-0.0116334273328674
"KAMALA HARRIS","frankly",4,0.199111835352738
"KAMALA HARRIS","House",4,0.0726394871098926
"KAMALA HARRIS","important",4,-0.0700783841349339
"KAMALA HARRIS","instead",4,0.165750988312209
"KAMALA HARRIS","integrate",4,1.59471328796001
"KAMALA HARRIS","last",4,-0.0725724502602876
"KAMALA HARRIS","LAUGHTER",4,0.171941612855974
"KAMALA HARRIS","mean",4,0.00899992842604986
"KAMALA HARRIS","moment",4,0.156802459974489
"KAMALA HARRIS","month",4,0.213385688571592
"KAMALA HARRIS","mother",4,0.246712494777873
"KAMALA HARRIS","much",4,-0.0938559888843014
"KAMALA HARRIS","national",4,0.00294811279127931
"KAMALA HARRIS","On",4,0.20015700408385
"KAMALA HARRIS","pay",4,-0.0334898173109242
"KAMALA HARRIS","penalty",4,0.319248159558852
"KAMALA HARRIS","police",4,0.183428137244451
"KAMALA HARRIS","preyed",4,2.07533947612767
"KAMALA HARRIS","probably",4,0.144284388250479
"KAMALA HARRIS","profit",4,0.41429051426679
"KAMALA HARRIS","ran",4,0.23604138634549
"KAMALA HARRIS","reform",4,0.0255582575094991
"KAMALA HARRIS","running",4,0.0501830053016404
"KAMALA HARRIS","schools",4,0.0633238600727986
"KAMALA HARRIS","see",4,-0.0696589917390594
"KAMALA HARRIS","seen",4,0.0829000769042425
"KAMALA HARRIS","simply",4,0.174072947836733
"KAMALA HARRIS","talked",4,0.0759684509049484
"KAMALA HARRIS","terms",4,0.103569834068968
"KAMALA HARRIS","That's",4,-0.127271936323274
"KAMALA HARRIS","This",4,-0.0802311867471722
"KAMALA HARRIS","trillion",4,0.103077204527233
"KAMALA HARRIS","What",4,-0.0755703718226501
"KAMALA HARRIS","while",4,0.133513667577285
"KAMALA HARRIS","White",4,0.147039138184989
"KAMALA HARRIS","without",4,0.0546398883502269
"BOOKER","accords",3,1.20195690206315
"BOOKER","ACLU",3,0.900563614310083
"BOOKER","acting",3,0.441381727639856
"BOOKER","after",3,-0.0483037694029896
"BOOKER","again",3,-0.0549502026245599
"BOOKER","aggressive",3,0.311614235935266
"BOOKER","allies",3,0.113539576959733
"BOOKER","alone",3,0.229058472796589
"BOOKER","another",3,-0.0179576499801522
"BOOKER","begin",3,0.0544710001641464
"BOOKER","biggest",3,0.109001959901577
"BOOKER","black",3,0.185227109968016
"BOOKER","bold",3,0.28162697365444
"BOOKER","Castro",3,0.253746176377377
"BOOKER","cities",3,0.162699511204306
"BOOKER","clear",3,0.010750736220309
"BOOKER","clearly",3,0.165881845174835
"BOOKER","coalitions",3,0.746914719464338
"BOOKER","colleagues",3,0.211746424880862
"BOOKER","color",3,0.401542132590646
"BOOKER","combatting",3,1.58862366341852
"BOOKER","Congress",3,-0.0439233307458371
"BOOKER","contributions",3,0.284485787417061
"BOOKER","courage",3,0.276089367292907
"BOOKER","create",3,0.0280481831955588
"BOOKER","created",3,0.10434708206454
"BOOKER","creating",3,0.196659321131108
"BOOKER","Detroit",3,0.287407739203111
"BOOKER","doesn't",3,-0.020811986218659
"BOOKER","education",3,-0.0315205828652078
"BOOKER","empathy",3,1.14102073447525
"BOOKER","environmental",3,0.236748829299768
"BOOKER","ever",3,0.0177040678735819
"BOOKER","family",3,-0.0025688250106075
"BOOKER","fear",3,0.240783957806465
"BOOKER","field",3,0.216680386068539
"BOOKER","fights",3,0.598549478198804
"BOOKER","folks",3,0.0607130847041365
"BOOKER","fought",3,0.146678681461654
"BOOKER","four",3,0.0155594189019138
"BOOKER","frankly",3,0.136353637991201
"BOOKER","friend",3,0.164279200365217
"BOOKER","further",3,0.196659321131108
"BOOKER","God",3,0.133121021164024
"BOOKER","grateful",3,0.522541401739051
"BOOKER","happy",3,0.179611086549644
"BOOKER","head",3,0.167508079217046
"BOOKER","hear",3,0.0575464176859388
"BOOKER","hearing",3,0.28162697365444
"BOOKER","help",3,-0.0510175073191174
"BOOKER","housing",3,0.160627917481172
"BOOKER","immigration",3,0.0106235627691338
"BOOKER","injustice",3,0.673806250657196
"BOOKER","inner",3,0.311614235935266
"BOOKER","insurance",3,-0.0188506689718968
"BOOKER","jobs",3,-0.103137367255945
"BOOKER","join",3,0.174262490826992
"BOOKER","joined",3,0.372228390845511
"BOOKER","language",3,0.218371913177915
"BOOKER","last",3,-0.0872274815915462
"BOOKER","led",3,0.159099460195788
"BOOKER","lesson",3,0.493171727779414
"BOOKER","live",3,0.0539040788723307
"BOOKER","living",3,0.116904074029029
"BOOKER","lobby",3,0.535653260699282
"BOOKER","look",3,-0.0914476975649678
"BOOKER","lost",3,0.0559976459235506
"BOOKER","made",3,-0.0799195194486857
"BOOKER","Medicare",3,0.00516384199657525
"BOOKER","Our",3,0.0464422449023948
"BOOKER","over",3,-0.133146272485876
"BOOKER","performing",3,0.824596382982793
"BOOKER","ph",3,0.234780128295642
"BOOKER","pharmaceutical",3,0.418484060702706
"BOOKER","places",3,0.161142168105904
"BOOKER","prison",3,0.306416779400485
"BOOKER","racist",3,0.549683660461513
"BOOKER","reality",3,0.174262490826992
"BOOKER","really",3,-0.0516300980188452
"BOOKER","republicans",3,0.930671564979446
"BOOKER","Secretary",3,0.00111594358870977
"BOOKER","seeing",3,0.158092194829816
"BOOKER","set",3,0.0819977029221321
"BOOKER","She",3,0.111571009252984
"BOOKER","show",3,0.102839961116136
"BOOKER","showing",3,0.437345316086597
"BOOKER","situation",3,0.0832329275055887
"BOOKER","some",3,-0.156973553356756
"BOOKER","sorry",3,0.15319045721533
"BOOKER","state",3,-0.109347290181571
"BOOKER","stop",3,0.0284946382778221
"BOOKER","struggling",3,0.301408741577147
"BOOKER","systemic",3,0.649703553469753
"BOOKER","taken",3,0.075105183606022
"BOOKER","they're",3,-0.083740012634983
"BOOKER","thing",3,-0.0888826234303838
"BOOKER","thousands",3,0.122880561675236
"BOOKER","took",3,0.048393895835331
"BOOKER","tough",3,0.0875443214970748
"BOOKER","truth",3,0.120732613552922
"BOOKER","try",3,-0.0115142981028448
"BOOKER","understand",3,-0.0251132932640872
"BOOKER","until",3,0.0771965015154195
"BOOKER","view",3,0.0862578622777834
"BOOKER","voter",3,0.359414252162812
"BOOKER","we've",3,-0.0982338130729269
"BOOKER","what's",3,0.0152941900637819
"BOOKER","whether",3,-0.0229336712882124
"BOOKER","while",3,0.0842316290381548
"BOOKER","white",3,0.246021439318571
"BOOKER","yesterday",3,0.290395342246642
"KAMALA HARRIS","40",3,0.138423696574382
"KAMALA HARRIS","ability",3,0.136660341139337
"KAMALA HARRIS","agenda",3,0.205604064872546
"KAMALA HARRIS","any",3,-0.118878202375128
"KAMALA HARRIS","ask",3,-0.0529753447621446
"KAMALA HARRIS","attended",3,1.20111714464
"KAMALA HARRIS","babies",3,0.527199721188891
"KAMALA HARRIS","background",3,0.218221945104787
"KAMALA HARRIS","bankruptcy",3,0.287432594096258
"KAMALA HARRIS","barrier",3,0.929602725681991
"KAMALA HARRIS","based",3,0.0745448773014866
"KAMALA HARRIS","became",3,0.215590528248635
"KAMALA HARRIS","better",3,-0.0760984802295314
"KAMALA HARRIS","between",3,-0.0159153311541578
"KAMALA HARRIS","big",3,-0.0418947051275927
"KAMALA HARRIS","biggest",3,0.103653697384236
"KAMALA HARRIS","bills",3,0.2080238597592
"KAMALA HARRIS","body",3,0.372513844377419
"KAMALA HARRIS","campaign",3,-0.0691252531076443
"KAMALA HARRIS","cause",3,0.172430165681086
"KAMALA HARRIS","civil",3,0.134924603465739
"KAMALA HARRIS","college",3,0.0601479017922908
"KAMALA HARRIS","come",3,-0.115630024186467
"KAMALA HARRIS","committed",3,0.165436120720544
"KAMALA HARRIS","cost",3,0.0280266510087464
"KAMALA HARRIS","couldn't",3,0.183792469082838
"KAMALA HARRIS","CROSSTALK",3,0.248189257951522
"KAMALA HARRIS","debate",3,-0.0724304988177764
"KAMALA HARRIS","definition",3,0.40926758842635
"KAMALA HARRIS","Democrat",3,0.158315517683115
"KAMALA HARRIS","deported",3,0.461082852887772
"KAMALA HARRIS","detention",3,0.801837273765585
"KAMALA HARRIS","doors",3,0.491267649247288
"KAMALA HARRIS","each",3,0.021976571216849
"KAMALA HARRIS","education",3,-0.0411536088484895
"KAMALA HARRIS","election",3,0.024326873300388
"KAMALA HARRIS","emergency",3,0.342770594845285
"KAMALA HARRIS","employees",3,0.257554107174037
"KAMALA HARRIS","employer",3,0.32579153398827
"KAMALA HARRIS","enter",3,0.491267649247288
"KAMALA HARRIS","entire",3,0.109987060869907
"KAMALA HARRIS","ever",3,0.00990702889156464
"KAMALA HARRIS","executive",3,0.136660341139337
"KAMALA HARRIS","existential",3,0.871943727071305
"KAMALA HARRIS","family",3,-0.0110762691909442
"KAMALA HARRIS","food",3,0.2080238597592
"KAMALA HARRIS","forward",3,0.0286824642668776
"KAMALA HARRIS","good",3,-0.114495541853927
"KAMALA HARRIS","grade",3,0.327808946028101
"KAMALA HARRIS","guy",3,0.135789072207998
"KAMALA HARRIS","half",3,0.0519683604497142
"KAMALA HARRIS","HBCUs",3,1.46017739882485
"KAMALA HARRIS","held",3,0.176094422239758
"KAMALA HARRIS","hold",3,0.126632626268216
"KAMALA HARRIS","Hyde",3,0.846688484689411
"KAMALA HARRIS","idea",3,0.0190665675798406
"KAMALA HARRIS","If",3,-0.120149539020578
"KAMALA HARRIS","immediately",3,0.19132793930478
"KAMALA HARRIS","INAUDIBLE",3,0.43928352929793
"KAMALA HARRIS","initiatives",3,0.763098236666653
"KAMALA HARRIS","issues",3,-0.0428153357922887
"KAMALA HARRIS","jacking",3,1.75019023615236
"KAMALA HARRIS","job",3,-0.0459887455209054
"KAMALA HARRIS","knowing",3,0.345037500845453
"KAMALA HARRIS","Korea",3,0.152622474124388
"KAMALA HARRIS","largest",3,0.193470310994984
"KAMALA HARRIS","listening",3,0.249323010515487
"KAMALA HARRIS","little",3,-0.00268808584922059
"KAMALA HARRIS","lot",3,-0.128537496807148
"KAMALA HARRIS","means",3,0.0083785429062063
"KAMALA HARRIS","met",3,0.149634642167146
"KAMALA HARRIS","model",3,0.265053399182753
"KAMALA HARRIS","morning",3,0.274383928872748
"KAMALA HARRIS","mothers",3,0.452039046897313
"KAMALA HARRIS","never",3,-0.044002781718634
"KAMALA HARRIS","next",3,-0.0620403897004397
"KAMALA HARRIS","North",3,0.117809984130806
"KAMALA HARRIS","Obama",3,-0.0809463804001885
"KAMALA HARRIS","oppose",3,0.255147968078481
"KAMALA HARRIS","paid",3,0.101409891417004
"KAMALA HARRIS","partner",3,0.372513844377419
"KAMALA HARRIS","paying",3,0.0768009681352439
"KAMALA HARRIS","pays",3,0.284421272422201
"KAMALA HARRIS","peril",3,1.08724854252795
"KAMALA HARRIS","person",3,0.00457459077064254
"KAMALA HARRIS","personally",3,0.31059994845919
"KAMALA HARRIS","plans",3,0.121559199181644
"KAMALA HARRIS","play",3,0.19565249657999
"KAMALA HARRIS","policies",3,0.0650437304085958
"KAMALA HARRIS","prey",3,1.14013798967873
"KAMALA HARRIS","problem",3,-0.0742024817442179
"KAMALA HARRIS","products",3,0.220008450597584
"KAMALA HARRIS","proposal",3,0.132792521865217
"KAMALA HARRIS","prosecute",3,0.606313911638564
"KAMALA HARRIS","prosecutor",3,0.447683719957576
"KAMALA HARRIS","pull",3,0.242667759522042
"KAMALA HARRIS","rape",3,0.540797575213482
"KAMALA HARRIS","represents",3,0.41274048947425
"KAMALA HARRIS","respect",3,0.0149068416101944
"KAMALA HARRIS","respond",3,0.0083785429062063
"KAMALA HARRIS","responsive",3,0.823400994209835
"KAMALA HARRIS","resulted",3,0.699180657521077
"KAMALA HARRIS","rights",3,0.00324498624326824
"KAMALA HARRIS","room",3,0.207211807196482
"KAMALA HARRIS","rules",3,0.102046288451439
"KAMALA HARRIS","run",3,0.0301719534816682
"KAMALA HARRIS","saying",3,-0.038905253359565
"KAMALA HARRIS","says",3,-0.024010620281836
"KAMALA HARRIS","seek",3,0.329854854315736
"KAMALA HARRIS","sitting",3,0.199381752771918
"KAMALA HARRIS","someone",3,0.0321886949145156
"KAMALA HARRIS","spending",3,-0.02930377246263
"KAMALA HARRIS","spent",3,0.0793634933418496
"KAMALA HARRIS","states",3,0.00920980910539877
"KAMALA HARRIS","status",3,0.222738308929794
"KAMALA HARRIS","still",3,-0.0125943725786488
"KAMALA HARRIS","subject",3,0.145297345644756
"KAMALA HARRIS","teacher",3,0.227427914598914
"KAMALA HARRIS","Thank",3,-0.146959228376216
"KAMALA HARRIS","thing",3,-0.10111288273374
"KAMALA HARRIS","three",3,-0.032418008867994
"KAMALA HARRIS","top",3,0.0725777269830731
"KAMALA HARRIS","understand",3,-0.0344860537117745
"KAMALA HARRIS","victims",3,0.470604494783231
"KAMALA HARRIS","whether",3,-0.0322193303922197
"KAMALA HARRIS","woman",3,0.110330779710452
"KAMALA HARRIS","you're",3,-0.119708390820819
"KAMALA HARRIS","you've",3,-0.0136345549001228
"BOOKER","100",2,0.0551566670227479
"BOOKER","15",2,0.0420308176109883
"BOOKER","17,000",2,0.801597296809595
"BOOKER","50",2,0.0367754881549514
"BOOKER","A",2,-0.0154697290020568
"BOOKER","absolutely",2,0.0102955441299801
"BOOKER","access",2,0.100770670103843
"BOOKER","accountability",2,0.200001451335207
"BOOKER","across",2,-0.0122737083293636
"BOOKER","activists",2,0.545049540760827
"BOOKER","Afghanistan",2,0.0153418012363509
"BOOKER","afraid",2,0.161729107939453
"BOOKER","agenda",2,0.122376318497625
"BOOKER","agrees",2,0.296504363126849
"BOOKER","All",2,-0.0640848391310494
"BOOKER","allowing",2,0.163499661430016
"BOOKER","almost",2,0.0548946677912502
"BOOKER","always",2,0.00416626459768481
"BOOKER","Amazon",2,0.723836557295563
"BOOKER","As",2,-0.0291348119705533
"BOOKER","assault",2,0.176914264132126
"BOOKER","At",2,0.115793363431943
"BOOKER","authoritarian",2,0.723836557295563
"BOOKER","Beto",2,0.692267826617637
"BOOKER","big",2,-0.065922490367617
"BOOKER","bills",2,0.124101480635144
"BOOKER","blood",2,0.242798905621434
"BOOKER","born",2,0.117393675538177
"BOOKER","boy",2,0.279266975752522
"BOOKER","brown",2,0.530478532742886
"BOOKER","called",2,-0.0380482168723534
"BOOKER","came",2,-0.0376589008916034
"BOOKER","car",2,0.223231123453888
"BOOKER","case",2,0.00825888930021977
"BOOKER","challenge",2,0.102569855167762
"BOOKER","challenged",2,0.419064888333889
"BOOKER","charter",2,0.284745020155319
"BOOKER","check",2,0.10868791885079
"BOOKER","checks",2,0.162610223527807
"BOOKER","Constitution",2,0.0352999982905979
"BOOKER","could",2,-0.114773506274104
"BOOKER","courageous",2,0.545049540760827
"BOOKER","Court",2,0.0473815129485884
"BOOKER","coverage",2,0.0947518822240615
"BOOKER","crossing",2,0.596470734305283
"BOOKER","DACA",2,0.516935857044059
"BOOKER","damage",2,0.266584946299931
"BOOKER","dangerous",2,0.0809620650424728
"BOOKER","dear",2,0.4518041093632
"BOOKER","decades",2,0.188940850770852
"BOOKER","deeply",2,0.164397567089746
"BOOKER","defiant",2,1.359234785262
"BOOKER","degrade",2,1.19279213466683
"BOOKER","demand",2,0.221617201618131
"BOOKER","Democratic",2,-0.0144973098695964
"BOOKER","destroying",2,0.302833150794384
"BOOKER","difference",2,-0.0068800081420752
"BOOKER","disproportionately",2,0.385858233593672
"BOOKER","documentary",2,0.909329868889585
"BOOKER","Don't",2,0.144195150694286
"BOOKER","dream",2,0.169019463749305
"BOOKER","drops",2,0.801597296809595
"BOOKER","Earth",2,0.177948266011147
"BOOKER","East",2,0.0357190549828136
"BOOKER","environment",2,0.0838415694762115
"BOOKER","especially",2,0.124101480635144
"BOOKER","Every",2,0.105810789522346
"BOOKER","exactly",2,0.0146748669519398
"BOOKER","factory",2,0.331856423734436
"BOOKER","faith",2,0.0562126663527594
"BOOKER","farming",2,0.577860930226136
"BOOKER","fast",2,0.246766524483117
"BOOKER","fighting",2,0.0384925792866618
"BOOKER","fire",2,0.172885664840189
"BOOKER","focusing",2,0.302833150794384
"BOOKER","foreign",2,-0.0451000322620741
"BOOKER","foremost",2,0.312966631279878
"BOOKER","forth",2,0.119573604355768
"BOOKER","From",2,0.257348434041936
"BOOKER","getting",2,-0.0534312876787348
"BOOKER","giving",2,0.0525716612920948
"BOOKER","govern",2,0.306121703803703
"BOOKER","grew",2,0.166219381767662
"BOOKER","ground",2,0.0348829208893326
"BOOKER","group",2,0.0548946677912502
"BOOKER","guns",2,0.0700080570550644
"BOOKER","gut",2,0.616865579274763
"BOOKER","guy",2,0.0718987742135852
"BOOKER","hey",2,0.404908916438323
"BOOKER","hit",2,0.147898047130667
"BOOKER","homicide",2,0.723836557295563
"BOOKER","house",2,0.15334606757662
"BOOKER","House",2,-0.0099985814133203
"BOOKER","hurting",2,0.212421977346638
"BOOKER","ICE",2,0.596470734305283
"BOOKER","ideal",2,0.516935857044059
"BOOKER","ideals",2,0.404908916438323
"BOOKER","immediately",2,0.11216873520843
"BOOKER","immigrants",2,0.0611310789820494
"BOOKER","impeachment",2,0.481393909262957
"BOOKER","important",2,-0.112111587290966
"BOOKER","INAUDIBLE",2,0.284745020155319
"BOOKER","incarcerated",2,0.692267826617637
"BOOKER","income",2,-0.0286048987947288
"BOOKER","insulin",2,0.850611489926794
"BOOKER","insurers",2,0.616865579274763
"BOOKER","investments",2,0.172885664840189
"BOOKER","Iran",2,-0.0499984221113888
"BOOKER","isolated",2,0.596470734305283
"BOOKER","itself",2,0.144923849088093
"BOOKER","jail",2,0.151756421477352
"BOOKER","keep",2,-0.0656943178048524
"BOOKER","knew",2,0.101665609165751
"BOOKER","largest",2,0.113703880018676
"BOOKER","lawyer",2,0.252995756495617
"BOOKER","leadership",2,-0.0280722628276444
"BOOKER","LGBTQ",2,1.07260816614701
"BOOKER","liable",2,0.639353490236824
"BOOKER","license",2,0.269014150518365
"BOOKER","lifetime",2,0.188940850770852
"BOOKER","line",2,0.000244802549483313
"BOOKER","listening",2,0.15334606757662
"BOOKER","Literally",2,1.07260816614701
"BOOKER","looking",2,0.00982155520375649
"BOOKER","lose",2,0.0530825312221994
"BOOKER","low",2,0.082750443488665
"BOOKER","man",2,0.00153392381264737
"BOOKER","marijuana",2,0.226534523741965
"BOOKER","mass",2,0.137211904213525
"BOOKER","mayor",2,0.133912282942284
"BOOKER","means",2,-0.0252573482878702
"BOOKER","mental",2,0.23526819396647
"BOOKER","Middle",2,0.0406872019215146
"BOOKER","moment",2,0.0433953691796279
"BOOKER","move",2,-0.0476206610716928
"BOOKER","movement",2,0.161729107939453
"BOOKER","multiple",2,0.419064888333889
"BOOKER","necessary",2,0.0741584252839434
"BOOKER","needs",2,-0.0068800081420752
"BOOKER","neighborhoods",2,0.252995756495617
"BOOKER","never",2,-0.0676576130123055
"BOOKER","No",2,-0.0725756029490292
"BOOKER","Nobody",2,0.181118135015774
"BOOKER","nothing",2,0.0172013883895629
"BOOKER","nuclear",2,-0.0545250237384944
"BOOKER","O'Rourke",2,0.323970300742459
"BOOKER","oath",2,0.306121703803703
"BOOKER","often",2,0.10868791885079
"BOOKER","Oscar",2,0.692267826617637
"BOOKER","overhead",2,0.723836557295563
"BOOKER","pain",2,0.261874018755029
"BOOKER","Paris",2,0.316531599757308
"BOOKER","Party",2,0.0318159858638166
"BOOKER","pass",2,0.049568026712641
"BOOKER","passed",2,0.0288515144076381
"BOOKER","pay",2,-0.0844467761755411
"BOOKER","personal",2,0.04454898871413
"BOOKER","personally",2,0.196177118872099
"BOOKER","pit",2,0.560788010818472
"BOOKER","plan",2,-0.132264578701071
"BOOKER","planet",2,0.188940850770852
"BOOKER","playing",2,0.137886543433553
"BOOKER","police",2,0.0594603025659449
"BOOKER","poor",2,0.0657514527395694
"BOOKER","present",2,0.154151235141323
"BOOKER","proceedings",2,0.850611489926794
"BOOKER","process",2,0.020860695538375
"BOOKER","progress",2,0.0820306296079612
"BOOKER","projects",2,0.276619253278976
"BOOKER","protect",2,0.0175436094664752
"BOOKER","provide",2,0.00934998223086423
"BOOKER","pulling",2,0.363758174099294
"BOOKER","race",2,0.0261708912867345
"BOOKER","racial",2,0.139251090109026
"BOOKER","raised",2,0.0622631728882508
"BOOKER","raising",2,0.0834763231814204
"BOOKER","read",2,0.0751453108794436
"BOOKER","real",2,-0.0369741750116997
"BOOKER","red",2,0.205336405666047
"BOOKER","redemption",2,0.801597296809595
"BOOKER","reforms",2,0.240867218202316
"BOOKER","reinstate",2,0.504304544595626
"BOOKER","report",2,0.130106072726618
"BOOKER","resources",2,0.0960069078459874
"BOOKER","respect",2,-0.0200788464188092
"BOOKER","response",2,0.0350912134177678
"BOOKER","responsibility",2,0.00748731459967319
"BOOKER","responsible",2,0.0856913893307035
"BOOKER","results",2,0.112677473458503
"BOOKER","ripping",2,0.616865579274763
"BOOKER","running",2,-0.0250375886072033
"BOOKER","sacrifice",2,0.178993430058811
"BOOKER","salary",2,0.481393909262957
"BOOKER","same",2,-0.0907182555228064
"BOOKER","saw",2,0.0436248782000266
"BOOKER","segregation",2,0.545049540760827
"BOOKER","sense",2,0.0263597214897342
"BOOKER","serious",2,0.0248601066531438
"BOOKER","setback",2,0.801597296809595
"BOOKER","shootings",2,0.404908916438323
"BOOKER","shot",2,0.182198136985602
"BOOKER","sir",2,0.0290461032736367
"BOOKER","Sir",2,0.363758174099294
"BOOKER","slaves",2,0.639353490236824
"BOOKER","small",2,0.00764111805077583
"BOOKER","solutions",2,0.172885664840189
"BOOKER","someone",2,-0.00648303238199379
"BOOKER","spend",2,0.020860695538375
"BOOKER","standard",2,0.154151235141323
"BOOKER","started",2,0.0431664609457738
"BOOKER","states",2,-0.0245966485571232
"BOOKER","step",2,0.0675500124292059
"BOOKER","still",2,-0.0420533523463598
"BOOKER","stories",2,0.309498145315084
"BOOKER","succeed",2,0.187784478581993
"BOOKER","supervision",2,0.850611489926794
"BOOKER","suppression",2,0.981392433165835
"BOOKER","supremacy",2,0.801597296809595
"BOOKER","Supreme",2,0.0580922621087021
"BOOKER","swore",2,1.07260816614701
"BOOKER","taking",2,-0.00228203600591993
"BOOKER","teacher",2,0.137886543433553
"BOOKER","tenant",2,1.07260816614701
"BOOKER","They're",2,-0.000745855768918421
"BOOKER","times",2,-0.0060844170747471
"BOOKER","top",2,0.0246744058380242
"BOOKER","town",2,0.125270479624435
"BOOKER","trans",2,0.981392433165835
"BOOKER","Trump's",2,0.250880688786309
"BOOKER","turning",2,0.271494952366802
"BOOKER","unify",2,0.470957128193076
"BOOKER","unjustly",2,1.07260816614701
"BOOKER","unlawful",2,1.59557218320954
"BOOKER","uphold",2,0.312966631279878
"BOOKER","used",2,0.00225777753527822
"BOOKER","victims",2,0.306121703803703
"BOOKER","vision",2,0.130729335390241
"BOOKER","voters",2,0.0284636061509099
"BOOKER","votes",2,0.0964293239025353
"BOOKER","wants",2,-0.00406619710308585
"BOOKER","war",2,-0.107528784388075
"BOOKER","week",2,0.0226566279148588
"BOOKER","White",2,0.037415479336743
"BOOKER","whole",2,-0.0105087592294808
"BOOKER","without",2,-0.0220235602991467
"BOOKER","woman",2,0.0530825312221994
"BOOKER","women",2,-0.0166719996028415
"BOOKER","won't",2,0.0263597214897342
"BOOKER","world",2,-0.147536611750083
"BOOKER","worse",2,0.110659989372494
"BOOKER","worth",2,0.109668400364901
"BOOKER","wounds",2,0.639353490236824
"BOOKER","Yeah",2,0.0906952686005839
"BOOKER","you've",2,-0.0428927030786497
"KAMALA HARRIS","100",2,0.0499998009099846
"KAMALA HARRIS","2",2,0.02704395137168
"KAMALA HARRIS","20",2,0.0132484552520435
"KAMALA HARRIS","2019",2,1.19222880951463
"KAMALA HARRIS","30",2,-0.0463309031252669
"KAMALA HARRIS","5000",2,1.19222880951463
"KAMALA HARRIS","a.m",2,0.615807793633819
"KAMALA HARRIS","Absolutely",2,0.116909628338912
"KAMALA HARRIS","add",2,0.0575798192620532
"KAMALA HARRIS","affects",2,0.338438359745004
"KAMALA HARRIS","afford",2,0.0541317549826199
"KAMALA HARRIS","after",2,-0.0901182732040376
"KAMALA HARRIS","again",2,-0.09619191904606
"KAMALA HARRIS","agents",2,0.307547373033385
"KAMALA HARRIS","agreement",2,0.0513561481052315
"KAMALA HARRIS","allowing",2,0.160346368378601
"KAMALA HARRIS","allows",2,0.17709294438415
"KAMALA HARRIS","Amendment",2,0.0789928028442433
"KAMALA HARRIS","America's",2,0.0649016560051286
"KAMALA HARRIS","among",2,0.0749883831005885
"KAMALA HARRIS","another",2,-0.0628565589364381
"KAMALA HARRIS","Attorney",2,0.417564186616088
"KAMALA HARRIS","autopsy",2,1.35874995236192
"KAMALA HARRIS","Barack",2,0.0125281497926895
"KAMALA HARRIS","behaviors",2,1.07197975037708
"KAMALA HARRIS","benefits",2,0.0379199328430249
"KAMALA HARRIS","Bernie",2,0.159445764803936
"KAMALA HARRIS","betrayed",2,0.615807793633819
"KAMALA HARRIS","bias",2,0.450400776429648
"KAMALA HARRIS","billion",2,-0.077166084205582
"KAMALA HARRIS","bottom",2,0.0989370643218269
"KAMALA HARRIS","broken",2,0.119795273602436
"KAMALA HARRIS","brought",2,0.0541317549826199
"KAMALA HARRIS","business",2,-0.055961967994778
"KAMALA HARRIS","bussing",2,0.849825969261102
"KAMALA HARRIS","By",2,0.126484238770309
"KAMALA HARRIS","cages",2,0.543865069247062
"KAMALA HARRIS","call",2,0.00866071810411085
"KAMALA HARRIS","can't",2,-0.111717623296609
"KAMALA HARRIS","career",2,0.146084033528951
"KAMALA HARRIS","certainly",2,0.0272535580774077
"KAMALA HARRIS","charges",2,0.325996439922166
"KAMALA HARRIS","co",2,0.199912936832897
"KAMALA HARRIS","collective",2,0.515692988659191
"KAMALA HARRIS","Committee",2,0.0859602982587537
"KAMALA HARRIS","community",2,0.00428200419760961
"KAMALA HARRIS","comply",2,0.480068343218778
"KAMALA HARRIS","comprehensive",2,0.0980108750674256
"KAMALA HARRIS","conversation",2,0.0896593927285355
"KAMALA HARRIS","costs",2,0.0253839252769361
"KAMALA HARRIS","counseling",2,0.576737961915844
"KAMALA HARRIS","cover",2,0.135073310361566
"KAMALA HARRIS","create",2,-0.0230474196582231
"KAMALA HARRIS","crimes",2,0.160346368378601
"KAMALA HARRIS","criminals",2,0.259636811316728
"KAMALA HARRIS","crisis",2,0.0207698129860728
"KAMALA HARRIS","critical",2,0.0718407998404349
